KPI_DATE,REVENUE,ORDERS,CUSTOMERS,INVENTORY,CHURN_RATE
2026-04-17,7237,325,197,317,2.7
2026-04-18,16398.69,295,190,423,2.4
2026-04-19,18368.89,208,191,381,1.6
2026-04-20,14732.76,164,241,401,3.8
2026-04-21,19057.06,301,220,427,4.1
2026-04-22,16028.19,231,145,421,6.3
2026-04-23,16972.57,279,155,500,5.2
2026-04-24,23655.78,248,217,403,1.1
2026-04-25,14160.43,340,222,417,4.9
2026-04-26,16082.24,301,268,499,2.6
2026-04-27,18762.61,331,228,527,2.6
2026-04-28,16862.38,216,227,599,4.4
2026-04-29,17842.55,315,298,507,2.1
2026-04-30,13663.63,328,196,343,4.4
2026-05-01,14204.19,245,220,533,2.5
2026-05-02,15836.31,225,146,404,5.9
2026-05-03,22294.35,324,234,507,4.2
2026-05-04,9142,283,204,441,4.8
2026-05-05,21247.75,252,172,448,1
2026-05-06,15710.2,240,152,421,3.8
2026-05-07,19435.28,271,153,372,6.5
2026-05-08,16099.08,324,215,187,8.1
2026-05-09,17900.56,274,217,251,4.5
2026-05-10,15351.58,238,156,551,5.8
2026-05-11,18376.57,256,222,519,1.7
2026-05-12,24535.1,294,182,410,1.8
2026-05-13,17053.29,278,158,478,4.9
2026-05-14,13402.08,213,194,461,2.8
2026-05-15,21792.24,313,257,399,6.6
2026-05-16,22671.65,201,194,305,4.4
2026-05-17,18876.84,199,236,279,3
2026-05-18,10694.43,208,194,493,2.2
2026-05-19,22707,285,260,434,1
2026-05-20,17103.16,254,165,595,2.5
2026-05-21,8576,251,162,355,3.2
2026-05-22,14029.1,310,242,516,1.9
2026-05-23,26147.09,267,150,416,2.4
2026-05-24,18055.07,260,159,384,4.8
2026-05-25,13578.09,257,143,534,5.2
2026-05-26,19802.99,242,183,341,3.5
2026-05-27,23745.46,250,225,430,5.7
2026-05-28,18986.17,296,134,544,2.9
2026-05-29,21468.81,223,168,337,1.7
2026-05-30,23501.39,295,128,344,6.2
2026-05-31,13502.07,218,164,494,6
2026-06-01,20950.11,220,229,454,1.3
2026-06-02,16834.74,275,222,356,4.8
2026-06-03,12811.92,230,204,435,4.4
2026-06-04,19460.73,234,200,367,1.9
2026-06-05,23012.42,321,204,398,2.7
2026-06-06,21009.04,228,154,156,3.7
2026-06-07,7725,214,177,244,1.4
2026-06-08,17227.22,234,196,381,2.2
2026-06-09,14006.14,219,255,312,4.7
2026-06-10,17065.65,228,164,469,2.6
2026-06-11,24084.49,299,226,501,2.1
2026-06-12,20434.24,212,167,555,2.3
2026-06-13,17190.57,277,243,341,1
2026-06-14,21703.98,312,211,411,1
2026-06-15,16685.68,241,132,309,2.6
2026-06-16,23154.57,235,156,250,1
2026-06-17,16483.78,253,192,489,4.6
2026-06-18,19129.03,265,183,577,6.2
2026-06-19,17451.74,269,199,433,2.3
2026-06-20,14810.74,249,143,456,2.5
2026-06-21,13986.8,270,239,337,4.9
2026-06-22,19566.82,193,186,393,2.1
2026-06-23,20460.74,276,138,449,9.3
2026-06-24,8506,346,214,345,3.9
2026-06-25,22902.55,261,146,295,1.6
2026-06-26,20848.34,251,213,542,3.9
2026-06-27,19995.36,216,187,316,4.5
2026-06-28,21171.77,303,189,500,3.2
2026-06-29,16034.83,282,215,618,4.8
2026-01-01,14146.72,215,144,426,1.5
2026-01-02,22768.15,246,212,433,4.1
2026-01-03,14372.22,258,175,410,3.7
2026-01-04,20385.16,239,218,449,6.4
2026-01-05,6405.91,231,234,193,6.2
2026-01-06,18287.72,168,215,155,1.9
2026-01-07,16733.7,223,262,310,1.8
2026-01-08,20867.39,239,265,458,1.9
2026-01-09,19238.46,213,262,472,4.3
2026-01-10,21932.61,285,183,527,2.9
2026-01-11,19286.65,260,161,283,4.8
2026-01-12,8782,304,216,347,1
2026-01-13,12979.74,175,189,368,1.9
2026-01-14,18796.28,272,196,451,1.3
2026-01-15,15758.24,245,188,509,2.2
2026-01-16,15278.5,326,195,294,2.9
2026-01-17,13673.34,208,143,348,6.5
2026-01-18,21536.68,268,161,551,5.1
2026-01-19,14756.17,277,168,333,2.5
2026-01-20,17604.37,197,229,200,2.2
2026-01-21,21250.43,313,243,337,3.3
2026-01-22,14645.91,314,176,376,3.2
2026-01-23,22714.11,261,107,369,2.5
2026-01-24,23473.71,293,171,309,4.9
2026-01-25,15932.92,257,202,587,3.9
2026-01-26,20080.1,287,124,544,1
2026-01-27,21890.33,258,162,397,4.2
2026-01-28,18653.62,252,150,397,4.3
2026-01-29,8252,242,135,288,2.7
2026-01-30,21488.66,250,171,270,2.2
2026-01-31,20055.83,252,166,565,2.9
2026-02-01,13131.86,252,222,385,2
2026-02-02,14229.96,266,196,317,5.5
2026-02-03,21184.65,291,203,507,1
2026-02-04,19879.94,329,150,230,6.2
2026-02-05,13727.27,318,199,320,4.8
2026-02-06,21686.63,228,66,331,1
2026-02-07,19054.49,238,208,440,1
2026-02-08,17003.13,308,154,414,1
2026-02-09,17929.74,307,138,379,8.3
2026-02-10,15925.15,269,238,378,6.4
2026-02-11,16850.05,217,193,440,5.5
2026-02-12,21102.45,276,212,436,4.9
2026-02-13,16184.53,211,197,662,5
2026-02-14,15549.94,322,124,397,4.2
2026-02-15,7318,233,184,371,2.1
2026-02-16,14617.56,255,225,360,1.3
2026-02-17,23619.06,208,193,335,2.2
2026-02-18,19352.98,280,234,480,3.8
2026-02-19,20186,213,232,467,4.4
2026-02-20,20094.78,193,150,431,3.8
2026-02-21,20012.64,264,183,533,4.1
2026-02-22,20613.31,313,234,448,4.8
2026-02-23,18931.01,308,269,325,2.1
2026-02-24,23542.9,268,174,357,5.2
2026-02-25,19961.27,350,186,501,6.5
2026-02-26,12981.29,212,199,368,2.7
2026-02-27,15686.77,253,158,304,4.2
2026-02-28,18436.88,304,208,458,4.9
2026-03-01,14798,237,199,504,4.7
2026-03-02,17258.08,251,198,315,5
2026-03-03,20703.02,301,224,509,1
2026-03-04,7939,195,156,408,10.2
2026-03-05,19159.04,183,196,239,6.1
2026-03-06,14728.55,238,188,573,4.1
2026-03-07,17215.95,214,164,419,3.7
2026-03-08,17983.31,254,148,404,2.6
2026-03-09,19678.01,275,156,494,4.7
2026-03-10,15658.56,242,146,393,1
2026-03-11,10986.77,235,204,311,2.8
2026-03-12,19939.71,311,85,447,1
2026-03-13,15169.55,240,201,449,2.8
2026-03-14,18775.66,338,205,407,1
2026-03-15,17677.91,279,144,408,3
2026-03-16,14184.55,301,211,262,1.1
2026-03-17,18839.26,289,204,335,5.3
2026-03-18,16709.63,157,148,496,2.4
2026-03-19,26771.56,332,211,467,5.4
2026-03-20,24808.95,265,228,374,4.6
2026-03-21,8473,190,186,319,1.7
2026-03-22,18005.66,261,255,675,3.8
2026-03-23,14789.76,212,218,273,3.2
2026-03-24,19382.31,268,175,585,4.9
2026-03-25,16352.05,295,183,373,2.8
2026-03-26,22138.82,234,187,511,4
2026-03-27,18841.43,230,271,493,9.9
2026-03-28,19769.1,205,158,200,1
2026-03-29,15680.52,265,100,323,4
2026-03-30,17295.38,254,199,442,1
2026-03-31,9637.29,245,167,329,7.6
2026-04-01,17513.36,259,203,360,5.7
2026-04-02,20889.87,267,177,513,2.6
2026-04-03,13506.18,335,179,213,1.9
2026-04-04,10988.86,257,164,423,4.9
2026-04-05,18865.45,344,206,347,3.7
2026-04-06,16260.39,358,231,409,3.5
2026-04-07,9353,171,209,349,2
2026-04-08,24857.42,295,160,619,3.1
2026-04-09,17531.11,291,179,406,4.1
2026-04-10,14197.03,208,179,312,5.2
2026-04-11,22362.89,369,177,325,3.4
2026-04-12,17499.16,274,234,363,5.7
2026-04-13,17731.11,316,193,521,2.2
2026-04-14,15820.93,229,190,393,1.8
2026-04-15,19727.93,231,197,463,2.3
2026-04-16,16842.69,288,206,428,5.4
2026-04-17,16559.95,277,209,406,3.9
2026-04-18,15950.17,111,190,483,1.7
2026-04-19,16870.75,182,176,529,9.1
2026-04-20,16541.23,336,213,294,3.9
2026-04-21,14996.01,272,161,508,4.8
2026-04-22,16877.9,282,192,575,1
2026-04-23,19445.13,315,177,375,3.8
2026-04-24,8560,235,154,404,1
2026-04-25,15047.46,227,257,371,1
2026-04-26,11785.76,205,212,257,5.7
2026-04-27,20823.03,279,170,540,2.9
2026-04-28,13373.77,185,234,461,1
2026-04-29,17943.85,205,169,436,4.1
2026-04-30,16565.1,263,216,414,1
2026-05-01,18863.3,303,257,539,2.9
2026-05-02,18195.23,267,147,229,3.5
2026-05-03,20862.17,314,212,368,3.5
2026-05-04,20861.58,243,176,431,3.1
2026-05-05,14410.31,183,171,511,5.7
2026-05-06,17316.61,253,227,556,3
2026-05-07,20089.93,314,156,326,1.5
2026-05-08,16332.58,235,166,355,5.3
2026-05-09,19273.84,214,171,472,3.5
2026-05-10,18044.9,294,127,363,5.2
2026-05-11,8199,265,227,386,5.4
2026-05-12,18212.97,194,154,364,10
2026-05-13,15550.35,273,178,293,4.1
2026-05-14,15822.97,315,213,259,3.2
2026-05-15,13920.44,214,183,548,2.1
2026-05-16,17447.83,266,202,448,4.2
2026-05-17,14307.05,273,177,320,3.1
2026-05-18,19816.04,269,188,492,3.2
2026-05-19,20657.95,294,205,422,4.8
2026-05-20,18226.28,190,219,333,3.5
2026-05-21,17709.08,249,241,492,4.4
2026-05-22,20188.85,216,217,499,7
2026-05-23,17998.29,304,284,439,3.1
2026-05-24,14634.64,293,185,479,3.5
2026-05-25,17856.82,240,177,366,1
2026-05-26,23725.45,284,181,399,1
2026-05-27,16299.48,252,160,428,3.1
2026-05-28,7061,199,108,428,5.4
2026-05-29,19396.14,291,235,528,4
2026-05-30,18057.49,270,151,348,2.5
2026-05-31,19734.89,274,230,230,9.1
2026-06-01,12981.97,299,202,483,5.3
2026-06-02,21161.6,292,171,525,2.5
2026-06-03,15449.72,316,154,506,3.7
2026-06-04,17574.11,226,243,454,8.2
2026-06-05,16413.15,208,172,374,5.3
2026-06-06,21186.58,215,203,379,1.6
2026-06-07,17256.71,283,150,270,4.4
2026-06-08,12310.76,257,226,336,1.9
2026-06-09,21671.82,253,201,582,2.8
2026-06-10,19957.68,323,191,368,3.1
2026-06-11,21516.7,251,204,405,3
2026-06-12,20030.21,249,206,428,3.7
2026-06-13,18830.83,231,163,294,3.7
2026-06-14,9012,252,200,560,7.5
2026-06-15,18647.73,336,161,294,4
2026-06-16,14294.02,316,240,313,3.7
2026-06-17,16833.46,219,161,403,1
2026-06-18,20154.21,274,173,414,3.7
2026-06-19,21428.51,283,237,222,1.6
2026-06-20,13824.69,239,188,266,1.1
2026-06-21,15573.55,246,154,546,5.4
2026-06-22,14053.91,243,166,327,1
2026-06-23,13213.28,306,164,593,3.4
2026-06-24,13775.77,293,204,349,3.6
2026-06-25,22388.72,219,221,417,1.8
2026-06-26,9519.48,293,199,420,3.4
2026-06-27,18619.75,322,245,679,7
2026-06-28,15614.8,330,250,361,5.4
2026-06-29,15961.89,207,170,169,4.6
2026-01-01,20159.56,292,167,387,3.8
2026-01-02,8976,178,236,405,1
2026-01-03,21046.71,334,173,310,5.5
2026-01-04,15419.43,237,243,387,3.2
2026-01-05,23641.48,286,152,555,1
2026-01-06,21526.21,282,171,349,1.5
2026-01-07,24051.5,265,167,471,5.7
2026-01-08,19115.97,291,223,425,4.1
2026-01-09,17596.19,215,145,460,2.2
2026-01-10,17926.3,248,223,445,4.1
2026-01-11,16997.19,253,178,442,1
2026-01-12,17930.87,276,203,323,2.7
2026-01-13,16667.29,235,147,322,3.5
2026-01-14,19349.19,266,159,454,3.1
2026-01-15,16265.65,218,172,484,3.2
2026-01-16,17569.01,214,287,216,1
2026-01-17,16163.06,268,252,466,4
2026-01-18,21218.75,264,121,442,3.9
2026-01-19,7455,227,234,297,6.3
2026-01-20,18464.07,242,227,347,6.1
2026-01-21,19044.2,314,190,306,9.1
2026-01-22,10374.28,238,160,511,2.3
2026-01-23,17957.76,275,206,552,3.2
2026-01-24,21879.48,275,185,349,1.3
2026-01-25,20824.47,237,212,466,4.8
2026-01-26,15685.98,313,184,371,1
2026-01-27,13302.52,265,209,451,5.8
2026-01-28,17070.1,257,180,487,2.8
2026-01-29,12230.51,264,242,214,2.6
2026-01-30,20342.32,257,202,415,5.3
2026-01-31,28664.38,259,270,344,3.8
2026-02-01,21163.42,240,201,406,1.3
2026-02-02,14893.51,177,175,333,1.8
2026-02-03,16368.07,236,234,374,3.8
2026-02-04,15344.72,211,180,364,5.3
2026-02-05,7594,339,144,241,5.2
2026-02-06,15491.17,211,197,448,1
2026-02-07,16852.56,294,251,433,3.8
2026-02-08,14067.11,369,218,401,3.4
2026-02-09,11502.87,211,146,453,4.4
2026-02-10,18546.34,267,238,409,1.5
2026-02-11,15032.25,233,175,456,3.6
2026-02-12,18349.91,236,212,336,2.8
2026-02-13,16197.96,221,215,453,7.8
2026-02-14,25822.61,240,213,400,2.9
2026-02-15,15925.34,267,210,512,3
2026-02-16,14039.74,213,239,280,1
2026-02-17,20662.48,194,149,403,1.7
2026-02-18,22230.04,238,141,390,3.4
2026-02-19,17059.57,298,214,552,1
2026-02-20,18116.89,315,199,417,1.2
2026-02-21,21872.27,288,184,246,4.9
2026-02-22,7582,223,204,485,5.9
2026-02-23,15391.09,196,201,509,4.6
2026-02-24,19983.67,313,224,350,2.3
2026-02-25,19925.98,308,195,572,1.2
2026-02-26,19125.78,246,167,536,3.2
2026-02-27,15966.23,257,174,160,1
2026-02-28,14592.66,253,200,315,5.2
2026-03-01,16939.8,203,230,518,2.3
2026-03-02,16925.48,238,204,378,3.1
2026-03-03,14452.53,231,245,300,4.3
2026-03-04,19374.61,276,204,540,3.5
2026-03-05,21876.77,294,155,606,3.6
2026-03-06,18355.07,319,154,434,5.6
2026-03-07,20267.35,261,234,336,1.9
2026-03-08,18504.82,247,220,525,9
2026-03-09,19569.66,279,164,445,3.2
2026-03-10,16098.71,274,167,310,2.6
2026-03-11,7146,266,168,306,4.2
2026-03-12,20460.84,280,166,484,5.2
2026-03-13,19524.3,224,180,511,5.6
2026-03-14,17345.44,314,136,398,2.8
2026-03-15,16909.92,251,141,523,3.3
2026-03-16,14932.81,162,218,413,2.3
2026-03-17,16070.89,115,171,391,4.3
2026-03-18,14085.25,239,162,342,4.6
2026-03-19,22341.23,227,95,439,3.5
2026-03-20,16763.79,244,226,288,5.4
2026-03-21,17976.97,231,228,411,3.3
2026-03-22,18859.46,294,197,345,1.9
2026-03-23,17869.87,328,192,341,5.9
2026-03-24,17365.28,252,204,491,2.1
2026-03-25,22451.27,329,158,357,1.9
2026-03-26,12850.58,191,159,401,3.9
2026-03-27,14463.95,256,123,375,6.3
2026-03-28,8448,311,203,158,4.7
2026-03-29,11027.74,295,184,673,4.5
2026-03-30,13287.78,198,158,381,1
2026-03-31,14058.96,260,135,411,7.9
2026-04-01,15422.11,260,108,485,3.8
2026-04-02,20902.86,320,229,454,1
2026-04-03,17262.03,263,149,431,5
2026-04-04,25384.94,253,147,427,2.5
2026-04-05,22505.78,199,238,368,5.4
2026-04-06,22162.31,191,203,411,3.5
2026-04-07,22860.08,231,177,398,3
2026-04-08,18222.29,194,183,374,5.7
2026-04-09,15188.67,347,180,473,3.2
2026-04-10,21025.97,239,196,462,4.7
